name,color,sex,country,grumpy,fearful_of_people,playful,friendly_to_people,clumsy,greedy,owner_phone,birthday
Solumn,black,Female,USA,4,7,5,3,1,3,651-1960089,01/27/2018
Spinoza,black,Female,New Zealand,2,5,5,5,1,4,651-3753237,08/17/2006
Sinead,salt and pepper,Male,Canada,1,1,5,5,1,1,651-4528301,01/02/2017
Claudia,grey and brown,Male,Spain,6,4,3,5,1,4,651-2017842,01/21/2004
Constantine,tabby,Male,Spain,2,2,4,6,2,3,651-6608065,02/13/2010
Isabellick,butterscotch,Male,France,4,4,5,6,3,1,651-1540918,03/06/2007
Ophelia,grey,Female,China,5,2,6,6,2,2,651-4729864,07/03/2011
Mintie,grey and black,Male,New Zealand,2,7,4,4,3,4,651-6386469,09/26/2017
Moliere,striped,Male,UK,1,3,5,5,4,1,651-6355498,07/27/2019
Garcia,brown,Male,China,7,1,6,7,5,2,651-8955797,09/23/2015
Muzby,butterscotch,Female,New Zealand,4,4,5,5,1,4,651-8667008,01/26/2019
Sprout,black,Female,Peru,2,1,6,5,1,1,651-4493214,08/22/2012
Incitatus,orange,Male,USA,6,5,2,3,1,7,651-6232877,06/30/2010
Salem,peaches and cream,Male,UK,5,3,6,4,1,6,651-8965291,09/30/2016
Tate,orange,Male,New Zealand,5,4,4,5,2,4,651-7784704,07/29/1999
George,grey and brown,Female,France,5,2,6,5,1,5,651-3586722,11/28/2009
Quixote,tabby,Male,Canada,3,1,6,7,6,2,651-5062743,06/14/2013
Moo,white,Female,Germany,1,1,5,7,2,5,651-2159058,08/16/2002
Monet,grey and brown,Female,Peru,5,3,5,4,1,4,651-2809121,11/05/2011
Nickle,grey and black,Male,Australia,4,5,5,5,3,4,651-2141123,11/05/2018
Hjaimar,brown,Male,UK,5,4,6,6,2,6,651-4728125,07/06/2009
Madam X,orange,Male,China,1,1,7,7,1,2,651-5861148,01/24/2012
Fuzzinator,brown,Male,USA,7,2,1,6,1,1,651-8075335,02/23/2020
Freud,black,Male,France,3,4,5,3,2,2,651-2949193,11/15/2000
Benny,grey and black,Female,China,1,6,5,4,5,1,651-8348073,07/30/2015
Lucerne,butterscotch,Male,UK,4,7,6,1,1,4,651-2811379,07/21/2013
Umberto,salt and pepper,Male,Spain,1,2,4,6,5,2,651-4156271,01/12/2020
Pawndemonium,striped,Female,France,7,2,5,2,2,6,651-1920797,03/02/2009
Beebop,striped,Male,Spain,2,6,7,5,4,4,651-2661736,02/13/2012
Pandora,black,Male,Peru,1,7,5,7,2,2,651-7995105,07/18/1999
Piggy,salt and pepper,Male,Peru,1,1,5,4,4,1,651-8568609,07/16/2013
Bandit,tabby,Female,Germany,2,2,3,6,2,3,651-6541375,08/21/2015
Thirst N Howl (The Third),grey and black,Male,UK,2,3,6,6,1,2,651-6626438,05/16/2008
Ashley,tabby,Male,USA,1,1,6,6,1,1,651-3688412,03/09/2014
Grendel,butterscotch,Female,USA,2,3,5,5,1,5,651-3898292,05/17/2002
Scarlet,tabby,Male,New Zealand,6,1,5,7,1,3,651-6952672,03/28/2000
Playa,grey and black,Male,USA,1,1,6,7,1,6,651-8297229,11/17/2015
Earwin,butterscotch,Male,China,3,1,6,6,1,4,651-4566296,01/20/2000
Pud,grey,Female,France,1,6,1,2,1,2,651-3595900,03/23/2017
Charles,black,Male,Canada,2,2,5,6,1,3,651-3794772,03/23/2016
Hairy Pawter,grey,Male,Peru,1,5,6,5,1,1,651-3511860,10/20/2012
Fir,striped,Female,Germany,1,4,5,6,1,2,651-6861566,08/16/2008
Sparkplug,grey and black,Male,France,2,1,7,7,5,4,651-3097732,05/04/2011
Buckles,tabby,Male,USA,7,1,6,7,1,2,651-5974600,04/05/2006
Shiitake,grey,Male,Germany,1,5,5,4,1,4,651-8411031,09/29/2014
Aristotle,grey and brown,Male,Thailand,6,3,3,4,1,4,651-3033064,08/11/2019
Winnie,grey,Female,Spain,1,1,7,5,1,7,651-7604535,04/24/2017
Kitty Poppins,peaches and cream,Female,Canada,6,4,4,3,1,1,651-5619189,12/10/2005
Hopie,white,Male,Australia,1,3,7,2,2,6,651-8539857,12/08/2006
Hermione,butterscotch,Male,Australia,3,7,5,5,5,3,651-8644584,10/08/2002
Deanie Dumpling,tabby,Male,China,3,2,6,6,4,5,651-1610457,12/09/2018
Paula,black,Male,France,3,1,5,5,7,7,651-8402400,10/27/2012
Lilly,salt and pepper,Male,Canada,1,1,7,7,1,1,651-3836626,07/16/2003
Peppa,white,Female,Australia,3,3,5,3,2,4,651-8866837,09/28/2009
Mr Biz,black,Female,New Zealand,6,1,6,6,5,6,651-4415640,06/04/2004
Earwin,brown,Male,Canada,2,1,3,6,1,2,651-4403384,10/05/2017
Warren,orange,Male,Thailand,1,1,7,7,1,1,651-4758917,09/09/2008
Jagger,tabby,Female,Spain,2,7,6,2,2,5,651-6079219,11/05/2007
Ali Macclaw,peaches and cream,Male,China,1,2,7,7,2,3,651-2941298,01/24/2007
Castro,tabby,Male,Germany,3,2,2,5,1,1,651-5821326,04/15/2000
Fuzz Aldrin,tabby,Male,Spain,1,6,4,5,1,1,651-4094048,05/04/2010
Bartok,tabby,Male,USA,4,3,2,5,1,2,651-3247548,04/29/2001
Chang Saw,grey and brown,Male,New Zealand,6,6,3,2,1,1,651-5771422,01/25/2013
Benson,grey and brown,Female,Spain,1,6,7,6,1,1,651-3181648,03/09/2015
Peking,orange,Male,UK,1,7,7,7,1,1,651-4328740,04/20/2016
Dale,white,Male,Australia,1,3,3,6,1,2,651-2062188,07/18/2018
Joe,tabby,Female,New Zealand,2,5,5,5,2,3,651-8078708,09/08/2016
Siobhan,grey and black,Female,Thailand,1,2,6,6,1,1,651-4024766,11/20/2014
Beastie,white,Female,China,6,1,3,7,3,3,651-7794913,11/22/2015
Bruna,tabby,Male,New Zealand,3,5,1,7,4,7,651-8198141,12/07/2011
Pickles,orange,Female,China,1,4,5,4,7,5,651-5401516,08/22/2013
Pirate,black,Female,New Zealand,2,3,5,4,2,3,651-4368179,03/26/2014
Bollinger,striped,Male,France,2,5,6,6,1,4,651-4727000,05/14/2014
Lolly,salt and pepper,Male,Thailand,3,3,2,5,1,3,651-8895283,12/11/2011
Barnett,orange,Male,China,3,3,2,3,5,6,651-7522275,02/01/2011
Kit Kat,tabby,Male,Thailand,1,3,7,7,1,5,651-6660293,02/08/2020
Gracie,butterscotch,Female,France,1,1,7,7,1,6,651-5813707,05/05/2007
Teka Leeka,butterscotch,Male,New Zealand,4,7,5,1,1,7,651-6070264,01/13/2012
Crabbe,orange,Male,UK,1,1,6,5,7,3,651-2169452,10/04/2005
Walter Croncat,peaches and cream,Female,France,2,2,6,5,1,3,651-4266090,11/22/2014
Simon,salt and pepper,Male,China,4,4,5,4,3,2,651-8063861,05/31/2000
Flex,butterscotch,Male,Spain,1,3,7,6,5,5,651-1741839,01/13/2018
Solo,brown,Female,USA,5,2,6,6,5,7,651-7163485,12/26/2014
Lady Bug,grey and black,Female,Thailand,7,6,5,2,1,3,651-3173658,10/17/2015
Jangles,white,Male,Thailand,1,1,6,7,1,2,651-3269896,02/08/2006
Natasha,orange,Female,Germany,4,6,6,6,5,4,651-5170091,08/19/2018
Aretha,brown,Unsure,France,5,2,7,7,1,4,651-4630009,12/20/2001
Jane,striped,Female,China,1,3,6,4,1,2,651-3881203,12/18/2014
White Fang,white,Female,UK,1,4,5,5,1,1,651-2579072,07/28/2001
Germaine,tabby,Male,Spain,5,3,3,3,3,4,651-5502119,08/29/2017
Peanut,peaches and cream,Female,Spain,2,1,7,7,1,1,651-7872813,03/31/2007
Admiral,tabby,Male,Spain,1,1,7,7,1,4,651-2482460,05/16/2015
Amaro,grey,Female,Spain,1,5,4,7,1,1,651-2263539,02/05/2016
Slinky Malinky,brown,Female,Canada,1,5,2,6,1,4,651-3256170,04/28/2009
Goofus,peaches and cream,Female,USA,1,5,1,1,1,1,651-3223095,12/16/2012
Morgan,brown,Female,Germany,5,4,6,7,1,4,651-5955218,08/03/2005
Snuggles,white,Unsure,France,2,7,1,1,4,1,651-7339701,05/02/2017
Herringbone,brown,Male,USA,1,1,4,6,1,5,651-7426245,02/07/2019
Brian,brown,Female,Canada,3,5,1,3,2,4,651-5805090,05/15/2009
Nutmeg,grey and black,Male,Australia,5,3,5,5,1,5,651-3416360,12/08/2002
Gimli,striped,Male,USA,4,5,6,5,1,5,651-3874935,11/07/2018
Rebecca,white,Male,France,7,1,6,7,5,7,651-4713913,08/16/2012
Claypool,white,Male,Germany,1,6,4,4,1,1,651-3896106,03/10/2014
Hoomey,grey and black,Female,France,3,3,5,7,1,4,651-3956780,04/05/2007
Janus,salt and pepper,Female,UK,1,6,5,7,1,1,651-2665999,05/27/2008
Panzer,salt and pepper,Male,Thailand,5,1,6,5,2,3,651-6819641,10/15/2017
Luke Skywhisker,grey,Female,USA,5,5,2,2,6,1,651-7160061,04/27/2005
Malinda,grey and black,Male,China,2,1,4,4,1,1,651-6033748,03/18/2014
Lee,grey and black,Male,Peru,1,1,7,7,7,1,651-3564991,06/22/2012
Nipper,grey and brown,Male,Germany,5,1,5,6,1,3,651-3487509,10/04/2010
Silas,salt and pepper,Male,China,1,2,6,7,5,6,651-2638826,07/10/2005
Miss Moochie,brown,Female,China,2,7,4,2,5,2,651-2453256,07/20/2017
Quidditch,grey,Female,UK,4,5,5,2,1,3,651-4291094,03/11/2018
Siobhan,grey,Male,Germany,4,4,3,3,1,1,651-1644540,02/03/2014
Simon,tabby,Male,Canada,5,4,4,5,4,2,651-8065522,10/20/2011
Hunter,grey and black,Female,UK,7,3,7,7,3,5,651-8917145,01/27/2012
Coke & Pepsi,white,Female,Peru,5,3,5,2,1,2,651-8104332,02/26/2016
Earwin,grey,Male,France,6,3,5,6,3,3,651-2836400,05/27/2006
Jonesy,brown,"",Germany,2,4,4,6,1,1,651-1653524,10/12/2014
Tatiana,white,Male,China,3,2,3,5,1,4,651-6143693,12/22/2016
Beebop,salt and pepper,Female,France,7,5,5,7,1,7,651-3226867,06/07/2012
Winnie,brown,Male,Spain,6,5,5,3,2,5,651-1812683,03/06/2019
Puss,tabby,Male,France,2,3,5,7,1,4,651-3280574,05/31/2006
Ginseng,peaches and cream,Male,China,2,5,4,5,3,6,651-5377096,08/22/2017
Sniper,grey,Male,UK,3,3,4,6,3,3,651-8859440,07/16/1999
Pumpkin,salt and pepper,"",Peru,1,1,4,7,1,1,651-8913848,12/01/2019
Chew,peaches and cream,Male,France,1,1,2,7,2,4,651-4680190,01/23/2013
Atticus,black,Male,Germany,3,3,5,5,5,3,651-8787088,01/10/2019
Too,grey and black,Male,Spain,2,2,5,7,2,4,651-2958147,11/04/2018
Sassy,black,Male,Canada,3,3,4,7,3,3,651-2854723,07/10/2009
Nosy Rosy,tabby,Male,France,3,7,4,5,1,3,651-5833763,03/01/2009
Tails,peaches and cream,Female,New Zealand,4,2,5,2,5,2,651-7017245,06/09/2014
Yves,grey and black,Male,Australia,3,5,5,6,7,5,651-4784780,06/01/2002
Cheeto,orange,Male,New Zealand,2,1,7,7,4,2,651-4371580,01/03/2000
Neptune,grey and black,Male,UK,2,1,6,7,2,4,651-8480183,06/28/2002
Jack,grey,Female,France,2,7,6,2,2,6,651-7367570,10/11/2018
Clipper,grey,Male,UK,1,2,5,6,1,2,651-7095267,09/02/2018
Marbles,white,Male,Thailand,1,4,6,5,1,1,651-8335217,07/17/2016
Olivia,salt and pepper,Female,Australia,1,6,6,6,4,4,651-5485660,09/23/2017
Thunder Paws,striped,Male,USA,7,4,7,7,1,7,651-8169622,05/06/2012
Cecil,grey,Male,Spain,7,7,7,5,3,7,651-8058841,05/25/2005
Hunter,black,Male,Australia,2,4,6,6,1,4,651-3035386,06/19/2006
Tim Tam,striped,Female,UK,4,4,5,3,1,1,651-3618515,03/08/2015
Cognac,tabby,Male,New Zealand,1,1,5,5,1,1,651-5315286,11/10/2018
Dionne,tabby,Female,Australia,6,7,2,2,1,1,651-6564521,03/21/2020
D.J.,orange,Male,Germany,2,4,5,5,5,3,651-4185428,06/26/2013
Teka Leeka,tabby,Male,Canada,2,3,4,5,1,2,651-5164196,01/23/2013
Gabbie,butterscotch,Male,Peru,5,5,4,1,5,5,651-2570461,11/26/2015
Marlon,orange,Male,New Zealand,2,2,5,5,2,4,651-5914769,01/30/2016
Romeo,white,Female,Peru,2,1,4,3,1,1,651-3298484,09/24/2002
The Boss,striped,Male,Australia,2,1,7,7,1,7,651-4711208,09/15/2008
Poe,grey,Male,Canada,6,7,5,4,1,7,651-2720052,10/26/2015
Minky,grey,Female,Thailand,4,1,6,7,1,2,651-5734261,05/07/2005
Clementine,orange,Female,Australia,1,2,4,6,1,1,651-6574347,08/16/2008
Kirsten,salt and pepper,Female,Peru,1,3,7,6,7,7,651-5207953,05/07/2012
Cheetah,black,Female,New Zealand,2,5,5,5,5,2,651-3616407,09/10/2014
Koko,grey and black,Male,UK,1,4,7,7,1,1,651-4479844,09/06/2018
Portia,orange,Female,France,6,2,5,2,2,2,651-3274635,06/21/2006
Sir Isaac Newton,grey and brown,Male,USA,1,6,5,3,2,7,651-1987707,11/27/2008
Kittin around,brown,Female,Germany,5,5,3,2,5,5,651-2299496,08/22/2005
Preppie,brown,Male,New Zealand,1,5,5,5,3,3,651-7308765,12/02/2001
Sphinx,tabby,Female,China,5,5,3,3,3,1,651-3642070,01/28/2015
Tegar,grey and black,Female,USA,4,1,7,7,1,1,651-5651593,06/09/2018
Lolita,brown,Male,Thailand,1,3,7,7,3,3,651-6687013,09/09/2015
Finn,striped,Female,China,6,6,5,1,2,5,651-7361885,03/12/2011
Carly,orange,Male,Thailand,6,6,5,7,2,6,651-7354042,08/23/2015
Bete Noir,peaches and cream,Male,New Zealand,1,3,6,7,1,5,651-2097738,01/17/2008
Corliss,grey,Female,Thailand,2,1,5,6,3,2,651-2094471,08/04/2016
Tootie,white,Female,New Zealand,2,7,5,1,6,6,651-5291368,01/04/2015
Chemosh,grey and black,Female,Peru,5,1,5,6,2,6,651-7174759,12/12/2017
Baby,salt and pepper,Male,Spain,1,1,4,7,1,1,651-8324538,01/03/2011
Cider,butterscotch,Male,USA,3,6,4,6,1,3,651-5006521,04/25/2019
Wilbur,striped,Female,China,2,2,4,4,1,1,651-2487631,05/16/2016
Huckleberry,white,Female,Thailand,4,6,5,5,6,6,651-6890187,05/15/2016
Aaron,brown,Female,USA,5,3,6,5,6,1,651-5143354,10/13/2015
Ivy- Boo boo,tabby,Male,Australia,5,3,5,5,1,6,651-7067572,01/20/2018
MacGregor,brown,Male,France,1,1,7,5,1,1,651-8566852,09/01/2017
Dot,white,Female,Germany,3,1,7,7,6,4,651-6318534,11/12/2010
Paris,peaches and cream,Female,Germany,2,4,6,6,1,1,651-8398636,04/05/2018
Cognac,salt and pepper,Female,France,2,4,5,4,5,5,651-3960866,07/13/2014
Mr. President,tabby,Female,France,2,2,3,6,1,1,651-8544707,07/14/2009
Furlicity,tabby,Male,China,1,1,5,5,1,1,651-5328833,06/23/2005
Cheeky,salt and pepper,Male,Australia,7,1,5,7,5,3,651-6724536,06/17/2000
Daphne,grey and brown,Male,New Zealand,5,1,5,7,6,5,651-7599405,05/21/2008
Amaro,striped,Male,France,1,1,6,7,2,4,651-2685096,03/21/2013
Chemosh,salt and pepper,Female,USA,6,2,5,6,3,6,651-7448312,08/27/2017
Marshmallow,black,Female,Peru,1,5,6,7,1,1,651-6372709,01/15/2011
Croissant,black,Female,Canada,1,2,5,6,2,3,651-3249976,05/30/2002
Levina,grey,Female,Canada,1,5,6,7,1,5,651-6010291,12/08/2019
Freckles,striped,Female,France,3,2,5,5,3,2,651-5241042,01/19/2014
Marilyn,brown,Female,Australia,2,6,7,6,1,2,651-7485513,07/28/2016
Banyan,grey,Male,China,3,2,5,5,2,3,651-5521803,09/17/2012
Debbie,peaches and cream,Male,Australia,1,1,5,7,4,6,651-7270538,04/18/2014
Ambika,black,Male,Thailand,6,2,3,4,3,6,651-8283176,06/25/2009
Peggy,brown,Male,France,3,3,6,6,4,2,651-5290611,06/28/2017
Atali,butterscotch,Female,Canada,2,2,6,6,2,6,651-5683087,11/01/2017
Whimpy,orange,Male,Australia,1,1,3,7,1,1,651-1552704,03/25/2012
Botticelli,striped,Male,UK,1,1,6,7,1,2,651-4805389,01/12/2020
Yehudi,orange,Female,New Zealand,2,5,6,4,4,3,651-3352108,03/25/2019
Smoochy,grey and brown,Female,Peru,5,4,7,6,6,1,651-1968295,10/25/2015
Moo,white,Female,Germany,1,6,6,5,1,5,651-5771000,03/06/2001
Scarlett O'Hairy,grey and black,Female,New Zealand,2,3,6,5,2,2,651-6859332,09/03/2015
Noel,striped,Female,Spain,1,3,6,4,1,3,651-6084907,12/24/2009
Blarney,grey and black,Male,Thailand,5,1,2,5,1,7,651-2438930,11/13/2013
Claude,grey,Male,France,5,6,5,6,6,5,651-5712915,05/15/2018
Morvan,grey,Male,USA,1,2,4,4,4,3,651-5724669,12/25/2019
Catsy Cline,salt and pepper,Female,USA,3,5,5,5,3,6,651-5354463,06/19/2011
Bartok,grey and brown,Male,Germany,1,1,4,7,5,4,651-7858164,06/12/2013
Erin,striped,Female,Canada,1,5,6,3,2,1,651-2166350,02/26/2019
Booboo,grey,Male,Canada,1,3,6,6,4,1,651-7296849,06/14/2006
Scarlet,grey and black,Male,Thailand,2,3,2,3,6,2,651-3397182,04/05/2000
So-Sue-Me,peaches and cream,Female,Spain,1,4,5,3,1,3,651-8004070,07/31/2013
Boodles,white,Female,Spain,2,4,4,5,3,3,651-2903862,12/27/1999
Grisabella,brown,Female,Thailand,3,5,3,6,1,5,651-4281836,07/17/2016
Jewel,grey and brown,Female,Australia,1,1,1,7,1,1,651-2906506,05/08/2015
Alberta,black,Female,Germany,4,6,5,3,7,2,651-2696146,10/15/2012
Ethan,brown,Female,Spain,2,4,6,7,2,6,651-5401223,09/27/2018
Sesame,black,Female,Australia,1,2,4,6,1,2,651-5929467,04/09/2004
Daz,tabby,Female,France,4,3,6,5,3,2,651-2575143,09/15/2015
Grace,peaches and cream,Female,Thailand,5,2,6,6,1,4,651-7399647,09/20/2013
Imogen,white,Male,Germany,3,6,1,1,5,4,651-1921487,06/19/2012
Winky,salt and pepper,Male,China,1,5,6,2,5,5,651-3284604,04/27/2008
Snoochie Boochie,grey and brown,Unsure,Australia,2,2,7,6,1,5,651-8563991,07/13/2001
Tapioca,orange,Female,Spain,1,1,7,7,1,5,651-6464515,12/23/2009
Houdini Magic Man,brown,Female,USA,1,7,7,2,1,1,651-8829306,05/21/2003
Eclipse,peaches and cream,Male,France,1,1,3,7,5,1,651-2875986,08/28/2012
Kopy Cat,striped,Male,UK,5,2,6,5,2,6,651-7410168,03/17/2012
Chocky,grey and brown,Female,Thailand,1,2,2,6,2,2,651-2946253,10/20/2016
Panzer,tabby,Female,Peru,2,5,6,7,7,7,651-8706708,02/25/2010
Lickers,grey and brown,Female,New Zealand,5,4,6,3,1,6,651-5015522,06/01/2018
Handsome,striped,Male,France,2,2,3,5,1,5,651-2291391,09/06/2008
Cadpig,peaches and cream,Male,Thailand,3,1,6,3,1,1,651-3728643,01/17/2007
Moe Mojo,brown,Female,Peru,5,1,6,6,3,6,651-3356365,11/10/2012
Ambika,striped,Female,Thailand,3,2,2,5,1,5,651-7860386,08/25/2015
Hunter,butterscotch,Male,Thailand,1,1,5,7,1,2,651-2534842,11/28/2012
Lizzie,orange,Male,UK,6,4,1,4,1,2,651-1866345,12/03/2011
Calico,orange,Female,Thailand,2,2,5,5,2,4,651-2641959,11/13/2008
Cicero,black,Male,UK,4,1,7,7,2,3,651-3473194,07/08/2015
Andy,black,Female,New Zealand,1,2,3,6,1,5,651-3586286,01/25/2014
Pirate,striped,Female,Thailand,3,7,4,3,2,3,651-3817466,08/12/2014
Cat Stevens,peaches and cream,Male,USA,1,2,4,7,6,1,651-6274821,07/04/2012
Rutherford,orange,Male,France,5,5,4,3,2,2,651-4055641,01/16/2002
Duke,grey and black,Female,Australia,1,6,3,7,5,3,651-4302865,06/02/2019
Saffron,grey and brown,Male,China,1,3,5,2,5,2,651-7132090,03/30/2005
Joseph,white,Male,Thailand,4,1,5,6,1,4,651-2894784,01/01/2011
Bartholomew,grey and black,Male,Australia,1,1,6,7,6,2,651-2589193,12/19/2016
Bug,black,Male,USA,1,1,4,7,1,6,651-6747848,07/18/2015
Fatso,butterscotch,Male,Canada,2,5,5,2,2,2,651-4473906,03/28/2017
David,grey and brown,Female,France,2,6,5,1,1,7,651-1980426,08/26/2014
Treble,grey,Male,Thailand,2,1,6,6,1,1,651-6888943,04/22/2007
Gia,striped,Female,Peru,1,6,7,3,1,1,651-5362341,05/31/2017
Ariadne,peaches and cream,Female,Germany,6,1,7,7,7,4,651-3792763,01/03/2017
OJ,black,Female,France,3,1,5,7,1,1,651-4147290,12/07/2005
Hello Kitty,black,Female,France,1,1,7,7,1,3,651-5537292,02/26/2020
Salvador,orange,Female,Peru,1,1,4,4,1,2,651-4041442,02/29/2004
Aaron,black,Female,Spain,1,5,5,5,1,4,651-6223665,10/02/2004
Damon,grey and brown,Male,Spain,5,7,5,3,6,4,651-8695439,01/04/2002
Miss Thang,orange,Male,China,2,5,5,5,1,3,651-2157743,03/28/2012
Flip,black,Female,Australia,1,1,6,6,6,5,651-2087459,06/20/2002
Miss Thang,orange,Male,Canada,1,6,6,1,2,2,651-5669315,03/13/2006
Bullseye,grey,Male,New Zealand,1,1,5,7,1,2,651-5575911,03/12/2010
Jessica,grey and black,Female,Canada,2,6,6,5,4,3,651-4298248,03/01/2001
Achal,grey,Female,UK,1,1,5,5,1,1,651-7154257,03/13/2001
Muesli,striped,Male,Thailand,7,2,6,6,2,4,651-3046556,10/15/2018
Snickerdoodle,grey and black,Male,Thailand,5,2,5,6,2,1,651-8162353,07/12/2010
Clawed D'pussy,grey and brown,Female,New Zealand,3,6,5,4,3,3,651-7059461,12/15/2000
Woodstock,striped,Male,China,1,1,5,7,1,1,651-7083582,08/08/2009
Tara,grey and black,Male,Germany,5,6,3,2,1,3,651-6481558,01/30/2017
Sushi,grey and black,Male,France,5,3,2,2,5,1,651-5747487,07/31/2012
Ally Mcbeagle,grey and black,Male,Canada,1,1,5,6,1,4,651-6101533,05/26/2009
Jennifurr,grey and brown,Male,Germany,1,6,5,2,1,3,651-8065464,11/22/2013
Clotilda,striped,Female,UK,4,5,4,4,1,4,651-8167854,04/29/2008
Gismo,black,Female,Australia,1,5,7,5,1,2,651-7523012,03/24/2017
Anika,brown,Female,China,1,4,5,4,1,2,651-8364751,08/08/2018
Otto,butterscotch,Female,New Zealand,2,5,3,5,1,4,651-1718884,06/17/2003
Koo-Koo,tabby,Male,UK,6,2,2,5,1,3,651-3072111,12/27/1999
Crusoe,grey and black,Male,France,2,6,3,4,1,4,651-7728269,03/17/2001
Pocus,grey and black,"",China,5,6,2,2,5,4,651-6329643,10/26/2003
Masaccio,salt and pepper,Female,UK,4,6,5,3,1,2,651-3683104,12/29/2001
Friedmann,grey,Female,Thailand,5,4,3,4,5,6,651-1985289,02/11/2012
Fresco,white,Female,UK,4,5,6,5,1,2,651-7814593,05/21/2006
kilo,butterscotch,Female,Germany,7,5,3,4,5,3,651-4309425,11/11/2016
Bo,white,Male,France,6,6,5,2,1,3,651-2054938,11/14/2011
Indra,grey,Female,USA,1,6,5,1,1,4,651-3467066,01/04/2018
Heidi,salt and pepper,Female,France,1,7,4,1,1,1,651-8719948,07/26/2011
Hairy Potter,salt and pepper,Female,Germany,2,4,3,5,2,1,651-3350290,12/04/2006
Aretha,grey,Male,Australia,6,2,5,6,1,7,651-3929966,04/12/2004
Prelude,white,Female,Germany,1,6,7,2,6,1,651-2354757,07/11/2001
Broom,grey and brown,Female,Spain,5,7,5,3,5,5,651-6527705,09/12/2015
Sandra,grey and black,Female,China,1,5,7,5,2,6,651-7321518,01/14/2014
Atali,butterscotch,Female,Peru,7,2,2,2,4,7,651-7201112,02/02/2002
Julian,butterscotch,Female,New Zealand,6,1,5,7,1,5,651-6900324,02/20/2011
Cat-man-do,orange,Male,Peru,1,2,6,6,1,1,651-7915899,05/25/2002
Cherry Tree,peaches and cream,Male,USA,2,5,4,6,2,6,651-3561460,08/31/2017
Hansel,grey,Male,UK,2,1,5,7,1,5,651-2334976,12/30/2016
Dot,salt and pepper,Male,Canada,2,3,6,7,2,5,651-6038333,01/21/2001
Beatrice,striped,Male,New Zealand,2,6,5,4,2,4,651-7672836,08/29/2008
Bean,black,Male,Spain,1,1,5,7,2,5,651-8818960,01/10/2016
Finn,salt and pepper,Female,Canada,2,3,5,6,2,5,651-6683858,02/11/2020
Zeus,peaches and cream,Female,Thailand,2,6,6,6,4,3,651-1638212,02/28/2013
Gabriel,white,Male,Germany,3,4,6,5,4,5,651-5866376,10/14/2017
Tater Bug,butterscotch,Female,Canada,6,5,6,6,1,5,651-5636478,11/17/2015
Moxie,orange,Female,USA,1,5,4,4,2,2,651-4792715,10/07/2009
Winky,butterscotch,Male,USA,1,1,1,6,1,1,651-5967543,01/03/2014
Cosmic,striped,Female,UK,3,4,2,2,5,5,651-7925033,08/28/2014
Tuckleberry,orange,Female,USA,1,3,6,6,5,5,651-8840528,06/16/2016
Chewie,butterscotch,Female,China,6,5,3,3,5,2,651-3496028,08/03/2002
Daz,butterscotch,Female,Australia,7,4,5,6,2,6,651-7169325,09/27/2009
Moss,white,Male,Australia,1,1,7,7,1,1,651-8242157,11/08/2005
Aria,striped,Male,Peru,1,3,4,4,2,2,651-3695937,05/14/2011
Burbank,black,Female,Australia,2,6,3,2,5,7,651-6088694,12/06/2006
Lola,grey,Male,Canada,1,3,6,7,1,1,651-8857872,11/19/2014
Margaret,tabby,Female,Germany,1,1,6,7,1,2,651-5439487,10/02/2017
Jean-Paul,black,Male,China,1,1,1,1,1,1,651-3222368,01/22/2009
Catullus,white,Male,Spain,1,4,6,4,1,4,651-4392304,12/14/2003
Sandra,black,Male,Spain,1,5,5,3,1,2,651-6327071,04/19/2007
Hello Kitty,peaches and cream,Female,China,2,6,6,6,1,1,651-6753442,07/22/2004
Pea,peaches and cream,Male,Australia,1,2,5,6,2,6,651-8055408,10/01/2004
Baccardi,salt and pepper,Male,France,1,2,4,4,5,6,651-6630408,05/10/2016
Chiclet,peaches and cream,Female,New Zealand,1,5,2,6,1,1,651-8254410,11/29/2014
Bookbag,peaches and cream,"",Peru,3,3,5,5,3,3,651-4901845,09/15/2006
Kingston,black,Female,Germany,1,1,6,7,2,3,651-2917584,01/30/2003
Twiggy,black,Female,France,3,5,3,3,5,3,651-5466233,09/29/2018
Make My Day,striped,Female,USA,3,4,4,4,3,5,651-2154592,08/23/2008
Chelsea,grey and black,Male,Peru,6,5,5,4,2,5,651-7967017,03/27/2017
Creasey,brown,Female,Canada,1,1,6,7,3,4,651-8509046,12/16/2009
Orchid,peaches and cream,Male,UK,1,6,6,5,1,2,651-4347814,07/24/2016
Amazon,butterscotch,Female,Germany,1,1,4,6,1,1,651-5139390,05/03/2013
Mark,peaches and cream,Female,Germany,3,6,4,2,3,4,651-6149873,09/10/2015
Archibald,tabby,Female,USA,1,1,5,7,3,2,651-3578377,09/23/2000
Nacho,striped,Male,France,1,3,6,6,3,2,651-3945918,04/04/2015
Buggers,grey,Female,USA,1,4,5,4,2,1,651-8903707,10/04/2016
Disraeli,orange,Male,Australia,6,5,7,4,6,1,651-6376599,03/30/2010
Licorice,tabby,Male,Australia,1,4,5,7,1,1,651-8596756,10/29/2001
Marjoram,brown,Female,New Zealand,4,5,7,7,4,3,651-6521369,03/24/2017
Tibby,striped,Male,Peru,1,1,7,6,1,1,651-7264441,07/07/2019
Magellan,striped,Female,UK,4,1,7,7,1,4,651-5934195,03/31/2018
